"","Date","Kitchen","Laundry","WH_AC","GAP_cost"
"483",2008-04-27,0.693,0.583,5.436,2.52063873333333
"484",2008-04-28,0,0.551,2.785,1.5419483
"485",2008-04-29,1.402,5.494,9.439,3.99040346666667
"486",2008-04-30,1.057,0.518,7.748,3.27725716666667
"487",2008-05-01,0,0.525,2.586,1.34332156666667
"488",2008-05-02,3.114,0.593,8.639,3.12968593333333
"489",2008-05-03,0.996,0.563,5.556,3.2951124
"490",2008-05-04,2.196,2.887,6.144,3.83815923333333
"491",2008-05-05,1.008,0.382,10.491,3.36484883333333
"492",2008-05-06,1.354,5.403,11.566,4.324862
"493",2008-05-07,1.03,0.42,6.815,2.8359428
"494",2008-05-08,3.667,0.71,11.148,4.76052706666667
"495",2008-05-09,2.229,0.423,13.933,4.84475533333333
"496",2008-05-10,6.293,0.602,11.658,4.3640709
"497",2008-05-11,1.22,1.313,6.429,3.78928116666667
"498",2008-05-12,1.02,1.127,11.799,3.7243868
"499",2008-05-13,1.885,4.03,9.027,3.7083383
"500",2008-05-14,2.467,3.453,9.295,4.2030383
"501",2008-05-15,0.868,0.573,7.303,2.95202536666667
"502",2008-05-16,2.228,2.6,8.851,3.79624766666667
"503",2008-05-17,1.27,0.94,10.603,3.546897
"504",2008-05-18,2.663,3.545,10.531,4.8395171
"505",2008-05-19,0.528,2.37,7.578,2.90391546666667
"506",2008-05-20,1.838,2.408,11.98,3.84696953333333
"507",2008-05-21,1.449,0.474,8.529,2.93938096666667
"508",2008-05-22,1.034,0.439,6.308,2.65660613333333
"509",2008-05-23,0.502,1.388,15.615,3.88180186666667
"510",2008-05-24,0.287,0.535,12.646,3.6169909
"511",2008-05-25,4.54,7.764,5.231,4.81746686666667
"512",2008-05-26,0.516,1.734,9.109,3.37487696666667
"513",2008-05-27,0.976,5.362,12.039,4.4576829
"514",2008-05-28,3.138,0.512,7.105,3.02385406666667
"515",2008-05-29,0.496,0.516,8.895,2.7085983
"516",2008-05-30,0.508,3.036,11.295,3.68185316666667
"517",2008-05-31,1.764,2.261,11.34,3.60807376666667
"518",2008-06-01,1.906,0.579,10.258,4.45277343333333
"519",2008-06-02,0.96,0.559,7.856,3.09397696666667
"520",2008-06-03,2.44,0.933,9.014,3.5992215
"521",2008-06-04,0.977,9.347,6.823,4.06989383333333
"522",2008-06-05,2.305,0.523,8.774,3.15362943333333
"523",2008-06-06,1.481,0.507,7.832,2.97886283333333
"524",2008-06-07,2.379,2.631,14.641,4.6410997
"525",2008-06-08,2.536,2.066,9.725,3.58070603333333
"526",2008-06-09,1.018,3.167,7.136,2.9871513
"527",2008-06-10,1.856,0.571,9.717,3.14317756666667
"528",2008-06-11,0.977,0.866,7.296,2.71911203333333
"529",2008-06-12,1.9,0.549,7.53,3.19666193333333
"530",2008-06-13,1.905,7.359,9.759,4.27450516666667
"531",2008-06-14,2.277,1.059,11.491,3.50099426666667
"532",2008-06-15,7.011,6.49,11.598,5.66335196666667
"533",2008-06-16,1.324,0.739,9.554,3.17344263333333
"534",2008-06-17,1.176,0.433,9.675,2.8795154
"535",2008-06-18,8.109,3.032,11.369,4.71131263333333
"536",2008-06-19,3.411,1.521,11.68,4.15228636666667
"537",2008-06-20,2.815,2.887,13.839,4.3481647
"538",2008-06-21,0.133,5.868,11.841,4.06416856666667
"539",2008-06-22,5.645,1.15,11.131,4.0373324
"540",2008-06-23,1.731,0.605,9.997,2.87829796666667
"541",2008-06-24,3.231,3.486,13.674,4.36234243333333
"542",2008-06-25,2.696,0.567,10.408,3.22415566666667
"543",2008-06-26,1.415,0.578,8.6,2.77753986666667
"544",2008-06-27,3.649,2.333,9.331,3.80402986666667
"545",2008-06-28,0.51,2.021,9.354,3.41024253333333
"546",2008-06-29,0.955,0.553,3.202,1.80268603333333
"547",2008-06-30,0,0.521,6.717,1.9852703
"548",2008-07-01,2.616,0.545,7.256,2.64034806666667
"549",2008-07-02,0.864,0.68,8.45,3.03057383333333
"550",2008-07-03,1.366,2.155,6.734,2.61783843333333
"551",2008-07-04,0.539,1.014,8.826,2.62992516666667
"552",2008-07-05,0.999,6.743,8.312,3.32805866666667
"553",2008-07-06,4.231,4.236,7.291,4.08958103333333
"554",2008-07-07,2.552,1.599,8.094,2.98100006666667
"555",2008-07-08,0.542,0.503,6.162,2.44018703333333
"556",2008-07-09,0.996,0.499,8.73,2.58191873333333
"557",2008-07-10,1.043,0.537,7.943,3.1092263
"558",2008-07-11,1.575,0.569,9.124,2.90986973333333
"559",2008-07-12,4.45,2.298,7.608,3.3202059
"560",2008-07-13,1.31,3.487,6.41,2.8874349
"561",2008-07-14,2.925,1.963,7.128,3.14105016666667
"562",2008-07-15,0.968,0.573,8.527,2.6638254
"563",2008-07-16,1.537,2.799,4.984,2.72910256666667
"564",2008-07-17,1.122,0.679,8.278,3.0243841
"565",2008-07-18,0.672,0.622,8.689,3.2271954
"566",2008-07-19,3.412,3.113,8.247,3.17325696666667
"567",2008-07-20,1.943,1.086,5.251,2.42417763333333
"568",2008-07-21,1.215,0.437,9.255,2.74990426666667
"569",2008-07-22,0.483,0.439,5.038,1.88720716666667
"570",2008-07-23,1.05,0.448,6.303,2.26375726666667
"571",2008-07-24,1.019,0.485,8.337,2.8321447
"572",2008-07-25,0.192,0.491,6.472,1.9874913
"573",2008-07-26,0.977,0.949,6.503,2.2211445
"574",2008-07-27,1.063,0.857,8.331,2.67134283333333
"575",2008-07-28,0,0.51,6.018,2.0759369
"576",2008-07-29,1.571,0.506,5.52,2.79683416666667
"577",2008-07-30,2.088,0.764,6.024,3.04924073333333
"578",2008-07-31,1.993,1.967,7.212,3.13590126666667
"579",2008-08-01,0.586,1.998,5.988,2.50393846666667
"580",2008-08-02,0,0.527,3.814,1.23984073333333
"581",2008-08-03,0,0.5,3.924,1.2370087
"582",2008-08-04,0.596,4.676,3.918,2.4119554
"583",2008-08-05,0.635,0.508,7.661,2.5335894
"584",2008-08-06,0,0.509,2.203,0.7721523
"585",2008-08-07,0,0.519,2.323,0.798733666666667
"586",2008-08-08,0,0.496,2.043,0.731861833333333
"587",2008-08-09,0,0.477,1.851,0.824572733333333
"588",2008-08-10,0,0.475,1.9,0.797345333333333
"589",2008-08-11,0,0.462,1.891,0.929538166666667
"590",2008-08-12,0,0.49,1.89,0.702884633333333
"591",2008-08-13,0,0.452,1.742,0.670580266666667
"592",2008-08-14,0,0.441,1.693,0.657964066666667
"593",2008-08-15,0,0.438,1.646,0.6419394
"594",2008-08-16,0,0.443,1.734,0.665039466666667
"595",2008-08-17,0,0.445,1.712,0.657689033333333
"596",2008-08-18,0,0.44,1.715,0.654960566666667
"597",2008-08-19,0,0.443,1.699,0.653078866666667
"598",2008-08-20,0,0.437,1.627,0.6401686
"599",2008-08-21,0,0.431,1.575,0.627894166666667
"600",2008-08-22,0,0.432,1.62,0.632615833333333
"601",2008-08-23,0,0.406,1.485,0.604868533333333
"602",2008-08-24,0,0.424,1.514,0.611565466666667
"603",2008-08-25,0,0.414,1.438,0.597258833333333
"604",2008-08-26,0,0.404,1.537,0.6163234
"605",2008-08-27,0,0.423,1.536,0.619656533333333
"606",2008-08-28,0,0.432,1.636,0.640042433333333
"607",2008-08-29,0,0.428,1.545,0.635079833333333
"608",2008-08-30,0,0.408,1.663,0.6495196
"609",2008-08-31,2.056,3.69,9.914,3.30559533333333
"610",2008-09-01,0.95,0.575,11.183,3.10902703333333
"611",2008-09-02,3.782,1.2,7.809,3.49362663333333
"612",2008-09-03,1.817,1.917,10.266,3.66691553333333
"613",2008-09-04,1.703,0.41,9.411,2.9178739
"614",2008-09-05,0.901,0.434,6.9,2.34991923333333
"615",2008-09-06,2.948,6.478,11.432,4.26824603333333
"616",2008-09-07,3.506,1.732,7.53,3.55915133333333
"617",2008-09-08,0.106,1.957,9.97,3.16475233333333
"618",2008-09-09,0.983,0.789,7.761,3.1115293
"619",2008-09-10,1.009,0.4,9.81,3.08941226666667
"620",2008-09-11,1.005,0.408,8.079,2.7555811
"621",2008-09-12,1.433,0.402,8.608,3.2460512
"622",2008-09-13,1.364,5.435,11.939,4.27812626666667
"623",2008-09-14,4.203,0.428,6.571,3.6540534
"624",2008-09-15,0.487,0.388,10.125,4.18499873333333
"625",2008-09-16,0.943,0.362,7.846,3.11131796666667
"626",2008-09-17,1.91,3.733,9.297,3.77986463333333
"627",2008-09-18,3.804,0.358,8.022,3.64530173333333
"628",2008-09-19,1.967,0.35,13.007,4.06400413333333
"629",2008-09-20,0,0.349,11.85,3.1313724
"630",2008-09-21,4.01,2.402,8.915,3.7991313
"631",2008-09-22,0.905,2.384,10.225,3.32026273333333
"632",2008-09-23,0.109,2.21,6.906,2.99093246666667
"633",2008-09-24,1.474,4.729,10.918,4.14848653333333
"634",2008-09-25,0.998,0.748,8.224,2.88269203333333
"635",2008-09-26,1.78,0.374,10.921,3.59615243333333
"636",2008-09-27,3.639,2.606,13.182,4.91019566666667
"637",2008-09-28,2.126,0.363,11.459,4.5340293
"638",2008-09-29,0.962,0.373,9.508,3.65594393333333
"639",2008-09-30,1.032,0.372,8.811,3.6653817
"640",2008-10-01,2.254,5.775,10.697,4.74066503333333
"641",2008-10-02,0.515,0.39,8.516,3.1854616
"642",2008-10-03,4.649,0.332,9.45,4.11890576666667
"643",2008-10-04,3.614,0.648,13.211,5.19239303333333
"644",2008-10-05,0.99,3.252,5.982,3.56051576666667
"645",2008-10-06,0.99,0.282,8.783,2.98731786666667
"646",2008-10-07,0.49,0.397,10.285,4.2959472
"647",2008-10-08,0.928,5.129,10.804,4.61466966666667
"648",2008-10-09,1.157,3.068,12.561,5.13297343333333
"649",2008-10-10,0.517,0.408,11.994,3.67665456666667
"650",2008-10-11,2.144,2.31,10.771,4.07014096666667
"651",2008-10-12,2.561,4.706,7.762,4.72749033333333
"652",2008-10-13,1.037,1.667,9.507,3.88030826666667
"653",2008-10-14,0.655,0.435,9.974,3.87397623333333
"654",2008-10-15,1.958,7.035,9.17,5.243177
"655",2008-10-16,1.513,0.446,9.258,4.1322356
"656",2008-10-17,1.518,3.186,9.637,4.67693676666667
"657",2008-10-18,0.518,1.651,11.116,4.84956023333333
"658",2008-10-19,1.497,8.009,5.63,5.57838996666667
"659",2008-10-20,0.844,2.586,10.471,4.2668635
"660",2008-10-21,0.857,2.73,11.332,5.06159296666667
"661",2008-10-22,0.662,2.544,7.932,4.0980189
"662",2008-10-23,0.815,1.414,11.144,4.63299523333333
"663",2008-10-24,6.859,2.298,10.414,5.19346056666667
"664",2008-10-25,1.771,0.395,13.433,4.04410516666667
"665",2008-10-26,0,0.383,2.013,1.27454596666667
"666",2008-10-27,0,0.377,1.967,1.2087345
"667",2008-10-28,2.263,0.396,5.09,3.06017316666667
"668",2008-10-29,1.037,0.345,4.015,4.02350743333333
"669",2008-10-30,0,0.314,2.276,2.5464275
"670",2008-10-31,0,0.343,10.826,3.1693752
"671",2008-11-01,0,0.313,1.939,1.9691046
"672",2008-11-02,0,0.345,1.881,2.02228016666667
"673",2008-11-03,0.963,0.347,2.835,2.2342102
"674",2008-11-04,0,6.194,4.106,3.94784816666667
"675",2008-11-05,7.039,10.407,8.362,7.59713483333333
"676",2008-11-06,1.591,0.451,6.734,4.04844406666667
"677",2008-11-07,0.715,0.403,10.421,3.95330946666667
"678",2008-11-08,0.858,3.111,5.498,4.13173196666667
"679",2008-11-09,6.874,0.838,14.919,6.60694016666667
"680",2008-11-10,1.023,0.357,10.285,5.1041016
"681",2008-11-11,2.475,2.285,13.577,5.8368933
"682",2008-11-12,0.955,2.683,10.504,5.57448166666667
"683",2008-11-13,0.111,0.339,6.315,3.06188733333333
"684",2008-11-14,1.594,0.338,9.929,4.05046903333333
"685",2008-11-15,3.93,3.817,14.583,6.9688095
"686",2008-11-16,5.311,1.794,9.997,6.23207936666667
"687",2008-11-17,0,0.413,10.59,3.83054946666667
"688",2008-11-18,1.079,0.355,11.014,4.33367993333333
"689",2008-11-19,1.737,3.008,8.894,4.62763383333333
"690",2008-11-20,1.034,0.351,7.732,4.2888298
"691",2008-11-21,1.039,0.376,10.396,4.15491956666667
"692",2008-11-22,0.567,0.85,8.32,4.09459903333333
"693",2008-11-23,4.157,8.838,9.209,8.22447696666667
"694",2008-11-24,0.528,0.496,14.441,8.00013183333333
"695",2008-11-25,3.545,0.345,10.043,6.87007163333333
"696",2008-11-26,0.909,0.335,10.141,3.748847
"697",2008-11-27,2.491,0.302,12.208,5.85288853333333
"698",2008-11-28,1.113,0.307,11.882,4.8085568
"699",2008-11-29,5.268,2.377,11.734,5.55476893333333
"700",2008-11-30,1.161,3.483,11.226,6.2700871
"701",2008-12-01,1.085,0.335,9.913,4.25407146666667
"702",2008-12-02,0,0.277,11.343,4.44971016666667
"703",2008-12-03,1.137,0.306,9.664,4.38403353333333
"704",2008-12-04,1.085,0.307,11.314,4.28442283333333
"705",2008-12-05,0.831,0.279,9.535,4.99981533333333
"706",2008-12-06,4.005,5.753,9.365,6.34343653333333
"707",2008-12-07,3.294,0.315,12.529,6.0298903
"708",2008-12-08,1.117,0.286,14.354,4.7998892
"709",2008-12-09,1.985,2.552,12.886,4.98463806666667
"710",2008-12-10,1.128,4.167,10.889,5.20917226666667
"711",2008-12-11,1.16,0.283,7.979,3.57911226666667
"712",2008-12-12,1.157,0.255,12.154,4.55057066666667
"713",2008-12-13,2.186,0.261,9.271,4.3701693
"714",2008-12-14,3.742,2.47,5.415,4.92286313333333
"715",2008-12-15,0.592,0.279,9.668,4.44347003333333
"716",2008-12-16,0.586,0.253,11.334,4.53070106666667
"717",2008-12-17,3.68,0.253,10.813,5.24391923333333
"718",2008-12-18,1.125,0.282,11.293,4.26284246666667
"719",2008-12-19,2.109,0.284,11.588,4.8709104
"720",2008-12-20,1.132,6.398,12.253,5.30345423333333
"721",2008-12-21,0.922,9.233,15.567,6.7716242
"722",2008-12-22,1.84,0.415,10.262,4.58382826666667
"723",2008-12-23,3.16,2.117,8.497,4.7490255
"724",2008-12-24,0,0.361,9.981,3.06665856666667
"725",2008-12-25,0,0.318,3.598,2.67232003333333
"726",2008-12-26,1.113,0.278,7.796,2.78472196666667
"727",2008-12-27,0.008,0.245,12.055,6.9488779
"728",2008-12-28,1.953,0.217,5.219,3.8664864
"729",2008-12-29,0,0.218,2.706,1.40436396666667
"730",2008-12-30,0,0.214,7.145,2.81634136666667
"731",2008-12-31,2.975,0.245,11.86,4.8207554
"732",2009-01-01,0.765,3.245,2.081,3.1194684
"733",2009-01-02,2.417,6.59,12.266,6.10213346666667
"734",2009-01-03,6.44,0.359,10.057,4.6966052
"735",2009-01-04,1.457,5.28,3.924,4.87339763333333
"736",2009-01-05,1.247,0.322,8.65,4.05290193333333
"737",2009-01-06,0,0.254,11.771,4.05336033333333
"738",2009-01-07,2.687,3.82,10.67,5.15931023333333
"739",2009-01-08,2.773,0.255,10.075,4.12816976666667
"740",2009-01-09,1.802,0.316,9.285,4.5068534
"741",2009-01-10,2.828,2.936,11.888,4.90899186666667
"742",2009-01-11,4.068,6.591,6.538,5.17252833333333
"743",2009-01-12,0.453,0.323,12.147,4.00141526666667
"744",2009-01-13,1.14,0.329,15.075,5.21469356666667
"745",2009-01-14,2.276,0.332,11.42,4.71465376666667
"746",2009-01-15,2.732,0.326,9.561,3.9284879
"747",2009-01-16,5.241,3.213,14.132,6.5686315
"748",2009-01-17,3.047,3.153,15.316,8.24416636666667
"749",2009-01-18,5.649,6.702,12.712,7.89319223333333
"750",2009-01-19,1.118,0.353,11.388,4.4767511
"751",2009-01-20,0,0.292,13.459,4.1970882
"752",2009-01-21,1.148,2.145,10.098,4.38449456666667
"753",2009-01-22,0,0.377,8.246,3.10059583333333
"754",2009-01-23,2.078,0.295,11.371,4.53265563333333
"755",2009-01-24,5.074,4.46,8.661,5.51210886666667
"756",2009-01-25,3.993,5.979,10.924,6.8342344
"757",2009-01-26,1.121,0.329,10.546,4.15416066666667
"758",2009-01-27,0.896,0.284,6.608,3.62500266666667
"759",2009-01-28,2.301,6.952,14.285,6.60998213333333
"760",2009-01-29,0,0.317,8.996,3.8527579
"761",2009-01-30,1.622,0.249,12.13,5.04557966666667
"762",2009-01-31,8.277,6.606,14.241,7.8930958
"763",2009-02-01,3.331,0.622,8.579,4.86265486666667
"764",2009-02-02,0.578,0.232,9.95,3.78862113333333
"765",2009-02-03,1.284,0.231,15.949,4.70678586666667
"766",2009-02-04,0.871,7.608,15.96,6.18712736666667
"767",2009-02-05,1.104,0.264,12.679,3.95738763333333
"768",2009-02-06,1.165,0.273,11.746,4.96604043333333
"769",2009-02-07,6.822,4.483,17.044,7.48011203333333
"770",2009-02-08,5.341,0.226,16.281,5.66909486666667
"771",2009-02-09,1.063,0.261,9.375,4.2209084
"772",2009-02-10,1.128,0.263,11.872,4.61282583333333
"773",2009-02-11,2.984,10.433,12.662,6.7440649
"774",2009-02-12,1.11,0.343,17.724,4.8719982
"775",2009-02-13,1.1,0.247,11.554,4.2099368
"776",2009-02-14,2.28,3.263,17.566,5.48077586666667
"777",2009-02-15,2.465,0.226,6.177,4.0565238
"778",2009-02-16,0,0.261,6.236,3.1714922
"779",2009-02-17,0,0.266,4.726,2.06612136666667
"780",2009-02-18,0,0.264,5.471,1.98219666666667
"781",2009-02-19,1.046,0.295,1.796,1.7488338
"782",2009-02-20,2.897,0.261,8.325,4.53482423333333
"783",2009-02-21,2.111,0.289,4.426,3.2292722
"784",2009-02-22,3.816,8.546,6.598,5.3364533
"785",2009-02-23,0.587,3.719,11.926,6.67671723333333
"786",2009-02-24,0.625,1.631,15.592,4.70117643333333
"787",2009-02-25,1.092,0.279,7.359,2.9220175
"788",2009-02-26,0,0.268,6.841,2.88565763333333
"789",2009-02-27,1.154,0.272,14.831,4.91829013333333
"790",2009-02-28,1.145,5.355,7.49,3.9436792
"791",2009-03-01,11.178,2.713,9.35,6.1438605
"792",2009-03-02,1.56,0.31,6.684,3.61499063333333
"793",2009-03-03,1.159,0.288,13.024,4.53812493333333
"794",2009-03-04,1.68,2.566,8.393,4.49892516666667
"795",2009-03-05,0.534,0.285,9.094,3.66206813333333
"796",2009-03-06,1.144,0.257,12.056,4.38315753333333
"797",2009-03-07,1.055,0.802,12.113,4.13783543333333
"798",2009-03-08,7.252,5.243,12.691,5.84019626666667
"799",2009-03-09,1.552,0.372,10.336,4.04029093333333
"800",2009-03-10,0.45,0.312,10.811,4.4023509
"801",2009-03-11,3.476,7.243,11.536,6.08552346666667
"802",2009-03-12,0,0.409,13.655,4.60128043333333
"803",2009-03-13,1.082,0.28,10.466,3.5752529
"804",2009-03-14,1.607,0.311,16.959,4.97995346666667
"805",2009-03-15,3.522,5.129,9.362,5.03630666666667
"806",2009-03-16,0.545,0.298,9.341,3.48240993333333
"807",2009-03-17,1.11,3.934,12.32,4.74491583333333
"808",2009-03-18,1.122,0.424,12.101,3.62482153333333
"809",2009-03-19,0.001,0.314,9.196,2.81562016666667
"810",2009-03-20,1.083,0.303,10.24,3.70487533333333
"811",2009-03-21,5.42,0.687,10.906,4.8896125
"812",2009-03-22,2.017,3.778,9.015,4.10693626666667
"813",2009-03-23,1.078,0.31,5.999,3.24792713333333
"814",2009-03-24,1.71,0.352,10.149,4.16670733333333
"815",2009-03-25,2.246,3.283,9.448,4.3621269
"816",2009-03-26,0.534,0.317,8.788,3.15359753333333
"817",2009-03-27,1.103,0.553,10.594,4.42099143333333
"818",2009-03-28,4.089,0.327,11.441,5.26912203333333
"819",2009-03-29,2.049,4.004,10.286,5.64752623333333
"820",2009-03-30,1.085,0.283,9.242,3.55922956666667
"821",2009-03-31,2.202,2.661,13.617,4.547608
"822",2009-04-01,2.807,2.413,6.771,3.9970696
"823",2009-04-02,0.618,0.324,14.038,4.02999426666667
"824",2009-04-03,0.51,0.327,7.864,3.2543804
"825",2009-04-04,2.699,4.172,14.792,5.20025413333333
"826",2009-04-05,3.832,0.359,8.654,3.73224946666667
"827",2009-04-06,0.799,0.329,9.804,3.4579789
"828",2009-04-07,0.559,0.356,9.139,3.4447816
"829",2009-04-08,2.158,2.827,8.157,3.90637986666667
"830",2009-04-09,3.199,0.348,13.479,4.66012973333333
"831",2009-04-10,1.724,2.804,13.232,4.55709646666667
"832",2009-04-11,3.71,4.244,16.61,5.8171751
"833",2009-04-12,7.756,1.128,14.642,5.69532263333333
"834",2009-04-13,0.989,4.835,5.587,3.82246496666667
"835",2009-04-14,0.931,3.537,9.384,3.9154628
"836",2009-04-15,1.371,0.514,6.016,3.15012163333333
"837",2009-04-16,2.854,0.402,9.328,3.56081586666667
"838",2009-04-17,0.551,2.846,8.162,4.9091272
"839",2009-04-18,1.028,4.998,10.703,4.20782156666667
"840",2009-04-19,1.631,0.376,8.135,2.8829265
"841",2009-04-20,0.57,2.632,10.424,3.8017125
"842",2009-04-21,1.925,0.376,7.381,4.50872193333333
"843",2009-04-22,1.024,1.203,13.21,3.7661747
"844",2009-04-23,0.537,0.406,5.565,2.6023112
"845",2009-04-24,0.531,0.372,9.676,3.15234376666667
"846",2009-04-25,1.199,3.91,12.181,4.40967123333333
"847",2009-04-26,3.861,3.008,11.605,4.8447963
"848",2009-04-27,0.995,0.377,7.023,3.31335233333333
"849",2009-04-28,2.068,0.371,10.954,4.0830301
"850",2009-04-29,1.043,0.851,9.89,3.83778973333333
"851",2009-04-30,1.027,2.005,13.405,4.32428803333333
"852",2009-05-01,0.551,1.051,13.526,4.2156419
"853",2009-05-02,1.946,0.383,8.853,3.18059216666667
"854",2009-05-03,3.004,2.536,7.574,4.11828603333333
"855",2009-05-04,0.723,0.46,11.387,4.0870127
"856",2009-05-05,1.021,5.537,10.679,4.22733603333333
"857",2009-05-06,1.015,1.797,8.899,3.4861457
"858",2009-05-07,0.538,0.373,7.358,2.45717026666667
"859",2009-05-08,2.226,0.85,15.04,4.52744223333333
"860",2009-05-09,2.09,0.389,7.893,3.27078496666667
"861",2009-05-10,3.78,6.633,8.356,4.71249996666667
"862",2009-05-11,0.543,0.489,10.118,3.54333373333333
"863",2009-05-12,1.012,0.919,11.841,3.97851496666667
"864",2009-05-13,0.882,2.334,7.848,3.41840606666667
"865",2009-05-14,0.537,2.898,10.982,3.9994776
"866",2009-05-15,1.382,1.671,12.72,3.9070918
"867",2009-05-16,1.705,4.82,12.263,4.47518173333333
"868",2009-05-17,2.555,1.927,7.17,4.10197293333333
"869",2009-05-18,0.763,0.373,8.969,3.073191
"870",2009-05-19,2.75,0.66,10.979,3.7006899
"871",2009-05-20,1.012,2.019,9.47,3.6553886
"872",2009-05-21,1.595,1.184,12.447,3.78476193333333
"873",2009-05-22,1.492,1.3,8.188,2.73154796666667
"874",2009-05-23,0.48,1.846,12.544,3.67517563333333
"875",2009-05-24,0.045,0.441,10.23,3.244896
"876",2009-05-25,0.92,0.966,9.797,3.3604786
"877",2009-05-26,0.658,0.457,9.836,2.85593923333333
"878",2009-05-27,1.032,2.764,11.175,4.05263993333333
"879",2009-05-28,2.055,0.42,9.02,3.14235083333333
"880",2009-05-29,0.485,0.433,10.499,2.96959073333333
"881",2009-05-30,2.86,1.706,10.755,3.8418225
"882",2009-05-31,1.39,0.458,5.854,2.44355236666667
"883",2009-06-01,2.874,0.46,11.965,3.760033
"884",2009-06-02,0.438,0.506,7.92,2.6690786
"885",2009-06-03,0.94,1.369,11.555,3.47194256666667
"886",2009-06-04,1.842,0.455,6.916,2.38899993333333
"887",2009-06-05,0.064,0.457,12.562,3.2779637
"888",2009-06-06,1.769,2.691,9.897,3.35873756666667
"889",2009-06-07,2.077,1.682,6.2,2.8888968
"890",2009-06-08,0.009,0.44,9.107,2.98885343333333
"891",2009-06-09,1.523,0.409,10.698,3.31940283333333
"892",2009-06-10,0.995,4.743,9.151,3.8322528
"893",2009-06-11,0.529,0.466,11.292,3.5076219
"894",2009-06-12,0.495,0.466,7.188,2.69035773333333
"895",2009-06-13,0.514,0.043,0.212,1.07610756666667
"896",2009-06-14,0,0,0,0.932832
"897",2009-06-15,0.916,0.307,5.196,2.190926
"898",2009-06-16,2.47,1.22,13.407,3.5416095
"899",2009-06-17,0.994,0.616,7.748,2.49816123333333
"900",2009-06-18,0.494,0.458,11.278,2.92466723333333
"901",2009-06-19,0.969,0.476,7.74,2.72241873333333
"902",2009-06-20,0,2.658,8.7,2.8580417
"903",2009-06-21,1.039,0.414,6.466,2.08642466666667
"904",2009-06-22,0,0.447,10.996,2.7104341
"905",2009-06-23,0.522,1.258,7.411,2.32759463333333
"906",2009-06-24,3.058,1.24,14.807,3.99149596666667
"907",2009-06-25,0.489,0.492,6.384,2.01377473333333
"908",2009-06-26,1.067,0.536,9.89,2.8910665
"909",2009-06-27,2.966,2.425,12.177,4.1391825
"910",2009-06-28,0.456,1.42,8.255,2.91024833333333
"911",2009-06-29,0.939,0.606,5.663,2.42453883333333
"912",2009-06-30,1.437,1.029,9.773,3.23615326666667
"913",2009-07-01,0.989,0.589,9.167,2.9280042
"914",2009-07-02,0.637,0.602,8.222,3.0453946
"915",2009-07-03,0.856,0.64,7.755,2.31729316666667
"916",2009-07-04,1.574,2.342,6.193,2.6492411
"917",2009-07-05,3.295,1.446,8.613,3.66836156666667
"918",2009-07-06,0.43,0.753,6.388,2.1420542
"919",2009-07-07,1.721,3.588,6.479,3.09943386666667
"920",2009-07-08,0,3.46,8.494,2.9640118
"921",2009-07-09,0,0.755,5.633,2.11161216666667
"922",2009-07-10,0.988,0.962,7.471,2.66590423333333
"923",2009-07-11,0.981,2.308,7.758,2.8429302
"924",2009-07-12,0,0.597,3.472,1.1519256
"925",2009-07-13,0,0.616,4.464,1.31203896666667
"926",2009-07-14,2.303,0.614,6.133,2.172961
"927",2009-07-15,0.878,0.789,5.896,1.80805403333333
"928",2009-07-16,0,1.848,3.862,1.44027796666667
"929",2009-07-17,0,0.647,6.657,1.78535796666667
"930",2009-07-18,0,0.629,5.412,2.0388179
"931",2009-07-19,0,0.626,5.041,3.04436516666667
"932",2009-07-20,0.914,0.742,4.95,1.59292313333333
"933",2009-07-21,0,1.014,7.778,2.010474
"934",2009-07-22,0,0.654,3.995,1.62867726666667
"935",2009-07-23,0.926,0.658,9.041,2.68798716666667
"936",2009-07-24,0,0.632,4.187,1.35760076666667
"937",2009-07-25,0,0.555,3.72,1.31582863333333
"938",2009-07-26,0,0.9,3.754,1.30389816666667
"939",2009-07-27,0,2.066,5.185,1.6588162
"940",2009-07-28,0,4.003,3.505,1.86026106666667
"941",2009-07-29,0.869,1.756,7.6,2.44513353333333
"942",2009-07-30,0,2.294,4.836,1.9439726
"943",2009-07-31,0.865,3.333,6.288,2.53893206666667
"944",2009-08-01,0,0.913,6.252,1.72942466666667
"945",2009-08-02,0,0.666,3.551,1.20242696666667
"946",2009-08-03,0,0.606,3.808,1.18583236666667
"947",2009-08-04,0,0.608,3.874,1.21529406666667
"948",2009-08-05,0,0.616,4.037,1.22959646666667
"949",2009-08-06,0,0.655,4.184,1.26832756666667
"950",2009-08-07,0,0.669,4.234,1.2872239
"951",2009-08-08,0,0.65,4.158,1.27066846666667
"952",2009-08-09,1.534,2.396,5.157,2.4194462
"953",2009-08-10,0.45,2.316,4.661,2.14107453333333
"954",2009-08-11,0.857,2.875,7.86,2.8076552
"955",2009-08-12,0.451,0.659,4.273,1.98818976666667
"956",2009-08-13,1.269,2.577,2.417,2.07247856666667
"957",2009-08-14,0.836,1.975,4.656,2.0834252
"958",2009-08-15,2.904,1.877,8.91,3.32544753333333
"959",2009-08-16,1.293,1.071,4.992,3.06120906666667
"960",2009-08-17,0.845,0.835,6.178,2.04832646666667
"961",2009-08-18,2.294,1.445,6.579,2.70189883333333
"962",2009-08-19,0.908,0.803,6.578,2.26562456666667
"963",2009-08-20,0,0.829,6.138,1.7694007
"964",2009-08-21,2.538,0.919,7.535,2.74645713333333
