"","Date","Kitchen","Laundry","WH_AC","GAP","DateTime"
"320",2007-11-16,2.236,4.656,13.853,38.6990333333333,"2007-11-16 00:00:00"
"321",2007-11-17,2.588,2.195,14.653,41.2296666666667,"2007-11-17 00:00:00"
"322",2007-11-18,5.201,2.107,7.449,39.0449,"2007-11-18 00:00:00"
"323",2007-11-19,1.089,0.253,10.82,28.7933333333333,"2007-11-19 00:00:00"
"324",2007-11-20,0.485,3.934,10.511,33.8129333333333,"2007-11-20 00:00:00"
"325",2007-11-21,1.669,0.569,9.245,29.4919,"2007-11-21 00:00:00"
"326",2007-11-22,2.331,0.277,9.641,32.3514666666667,"2007-11-22 00:00:00"
"327",2007-11-23,2.592,5.683,13.712,40.9177,"2007-11-23 00:00:00"
"328",2007-11-24,1.685,4.629,13.509,33.4503,"2007-11-24 00:00:00"
"329",2007-11-25,3.556,0.288,5.678,23.2661333333333,"2007-11-25 00:00:00"
"330",2007-11-26,1.088,0.285,8.926,26.1533333333333,"2007-11-26 00:00:00"
"331",2007-11-27,1.063,10.983,14,45.4129666666667,"2007-11-27 00:00:00"
"332",2007-11-28,1.182,0.82,8.921,28.6603333333333,"2007-11-28 00:00:00"
"333",2007-11-29,2.031,0.263,8.818,28.4130333333333,"2007-11-29 00:00:00"
"334",2007-11-30,0,7.961,13.601,39.0730333333333,"2007-11-30 00:00:00"
"335",2007-12-01,9.356,0.338,16.781,49.8565666666667,"2007-12-01 00:00:00"
"336",2007-12-02,2.09,6.917,11.702,51.3697,"2007-12-02 00:00:00"
"337",2007-12-03,1.141,0.292,9.33,28.4248333333333,"2007-12-03 00:00:00"
"338",2007-12-04,1.012,5.828,9.659,35.1778666666667,"2007-12-04 00:00:00"
"339",2007-12-05,3.422,0.297,10.919,36.0973,"2007-12-05 00:00:00"
"340",2007-12-06,4.445,0.336,11.354,39.2738,"2007-12-06 00:00:00"
"341",2007-12-07,0.765,3.69,10.817,31.2436666666667,"2007-12-07 00:00:00"
"342",2007-12-08,1.133,2.353,12.032,37.1608,"2007-12-08 00:00:00"
"343",2007-12-09,4.176,2.449,8.979,38.2740333333333,"2007-12-09 00:00:00"
"344",2007-12-10,1.102,0.275,8.281,29.2039666666667,"2007-12-10 00:00:00"
"345",2007-12-11,1.05,3.801,12.342,38.0658666666667,"2007-12-11 00:00:00"
"346",2007-12-12,1.152,0.273,8.157,26.9429333333333,"2007-12-12 00:00:00"
"347",2007-12-13,1.103,1.438,8.911,30.5714,"2007-12-13 00:00:00"
"348",2007-12-14,0.98,3.841,12.941,32.7223666666667,"2007-12-14 00:00:00"
"349",2007-12-15,1.706,3.701,14.313,44.5229333333333,"2007-12-15 00:00:00"
"350",2007-12-16,3.41,2.285,12.929,47.5497,"2007-12-16 00:00:00"
"351",2007-12-17,1.636,0.243,10.567,29.9443333333333,"2007-12-17 00:00:00"
"352",2007-12-18,1.123,5.785,10.824,42.4543666666667,"2007-12-18 00:00:00"
"353",2007-12-19,1.233,2.647,11.948,37.5053666666667,"2007-12-19 00:00:00"
"354",2007-12-20,1.859,0.309,13.592,32.8420666666667,"2007-12-20 00:00:00"
"355",2007-12-21,1.191,0.203,12.251,33.0183666666667,"2007-12-21 00:00:00"
"356",2007-12-22,3.229,4.524,12.531,42.1000333333333,"2007-12-22 00:00:00"
"357",2007-12-23,2.561,3.107,11.014,40.1608666666667,"2007-12-23 00:00:00"
"358",2007-12-24,2.985,2.326,15.44,38.6079666666667,"2007-12-24 00:00:00"
"359",2007-12-25,3.899,3.367,7.997,41.7149666666667,"2007-12-25 00:00:00"
"360",2007-12-26,1.798,2.764,10.567,46.0382666666667,"2007-12-26 00:00:00"
"361",2007-12-27,3.488,1.464,7.774,41.3723333333333,"2007-12-27 00:00:00"
"362",2007-12-28,2.467,8.554,14.932,50.1375,"2007-12-28 00:00:00"
"363",2007-12-29,4.774,2.47,15.983,57.6718333333333,"2007-12-29 00:00:00"
"364",2007-12-30,3.804,3.594,13.385,42.4400666666667,"2007-12-30 00:00:00"
"365",2007-12-31,0,3.456,13.104,36.3476666666667,"2007-12-31 00:00:00"
"366",2008-01-01,2.461,2.743,13.422,47.2165,"2008-01-01 00:00:00"
"367",2008-01-02,0,1.489,8.987,25.6476666666667,"2008-01-02 00:00:00"
"368",2008-01-03,1.13,2.422,6.671,26.9095666666667,"2008-01-03 00:00:00"
"369",2008-01-04,1.241,5.355,11.752,37.7949333333333,"2008-01-04 00:00:00"
"370",2008-01-05,2.113,0.286,13.529,35.3952666666667,"2008-01-05 00:00:00"
"371",2008-01-06,1.966,2.445,8.886,31.9198,"2008-01-06 00:00:00"
"372",2008-01-07,1.288,0.282,9.21,27.1785666666667,"2008-01-07 00:00:00"
"373",2008-01-08,2.197,3.511,10.877,35.0442,"2008-01-08 00:00:00"
"374",2008-01-09,1.162,0.256,8.963,29.6634333333333,"2008-01-09 00:00:00"
"375",2008-01-10,1.307,0.284,9.992,31.7844666666667,"2008-01-10 00:00:00"
"376",2008-01-11,0.661,0.29,7.856,26.8473333333333,"2008-01-11 00:00:00"
"377",2008-01-12,6.194,2.65,10.204,45.5863666666667,"2008-01-12 00:00:00"
"378",2008-01-13,6.505,0.34,10.415,51.9491666666667,"2008-01-13 00:00:00"
"379",2008-01-14,5.916,0.339,9.407,33.2843333333333,"2008-01-14 00:00:00"
"380",2008-01-15,0.784,6.883,14.022,44.2057333333333,"2008-01-15 00:00:00"
"381",2008-01-16,1.162,3.43,10.212,36.4744,"2008-01-16 00:00:00"
"382",2008-01-17,1.007,0.349,8.657,26.1440333333333,"2008-01-17 00:00:00"
"383",2008-01-18,1.034,0.815,14.296,35.7850333333333,"2008-01-18 00:00:00"
"384",2008-01-19,2.521,6.086,8.702,33.0270333333333,"2008-01-19 00:00:00"
"385",2008-01-20,1.775,0.38,4.94,29.6275333333333,"2008-01-20 00:00:00"
"386",2008-01-21,0,0.375,10.447,31.1185666666667,"2008-01-21 00:00:00"
"387",2008-01-22,4.67,7.563,7.552,38.6481333333333,"2008-01-22 00:00:00"
"388",2008-01-23,1.116,0.415,13.359,31.4933333333333,"2008-01-23 00:00:00"
"389",2008-01-24,1.107,0.33,5.935,26.4342333333333,"2008-01-24 00:00:00"
"390",2008-01-25,0,2.423,11.409,37.4354,"2008-01-25 00:00:00"
"391",2008-01-26,4.152,0.312,15.073,45.0075,"2008-01-26 00:00:00"
"392",2008-01-27,4.498,3.834,7.9,42.1785,"2008-01-27 00:00:00"
"393",2008-01-28,1.142,0.264,11.707,37.359,"2008-01-28 00:00:00"
"394",2008-01-29,1.487,6.236,12.162,44.8479666666667,"2008-01-29 00:00:00"
"395",2008-01-30,0,0.261,6.755,27.3550333333333,"2008-01-30 00:00:00"
"396",2008-01-31,1.165,0.228,8.865,31.7260333333333,"2008-01-31 00:00:00"
"397",2008-02-01,0,0.28,7.788,26.4198,"2008-02-01 00:00:00"
"398",2008-02-02,6.583,2.794,14.656,47.3381333333333,"2008-02-02 00:00:00"
"399",2008-02-03,2.319,4.413,9.515,37.8539,"2008-02-03 00:00:00"
"400",2008-02-04,1.161,0.283,9.531,27.1663,"2008-02-04 00:00:00"
"401",2008-02-05,1.098,7.769,13.717,41.1720333333333,"2008-02-05 00:00:00"
"402",2008-02-06,2.114,0.39,7.881,27.3367,"2008-02-06 00:00:00"
"403",2008-02-07,0,0.258,8.636,25.1064,"2008-02-07 00:00:00"
"404",2008-02-08,0.94,1.958,8.994,30.8732666666667,"2008-02-08 00:00:00"
"405",2008-02-09,1.462,2.835,10.862,36.3002,"2008-02-09 00:00:00"
"406",2008-02-10,3.15,2.958,9.036,36.1962666666667,"2008-02-10 00:00:00"
"407",2008-02-11,1.018,0.259,10.022,29.5137333333333,"2008-02-11 00:00:00"
"408",2008-02-12,2.009,1.894,12.138,32.8506,"2008-02-12 00:00:00"
"409",2008-02-13,2.53,3.615,7.568,31.9181333333333,"2008-02-13 00:00:00"
"410",2008-02-14,1.3,0.255,9.042,26.1484,"2008-02-14 00:00:00"
"411",2008-02-15,1.109,1.759,13.674,33.6261,"2008-02-15 00:00:00"
"412",2008-02-16,1.076,2.36,11.225,37.9344666666667,"2008-02-16 00:00:00"
"413",2008-02-17,3.182,2.257,6.423,33.7189666666667,"2008-02-17 00:00:00"
"414",2008-02-18,0,0.218,10.345,25.2974,"2008-02-18 00:00:00"
"415",2008-02-19,1.881,4.744,11.2,35.5211,"2008-02-19 00:00:00"
"416",2008-02-20,3.076,5.475,7.017,36.2300333333333,"2008-02-20 00:00:00"
"417",2008-02-21,0.579,0.309,9.21,28.4206,"2008-02-21 00:00:00"
"418",2008-02-22,1.167,1.984,10.101,28.9599666666667,"2008-02-22 00:00:00"
"419",2008-02-23,1.684,2.281,8.956,29.4801,"2008-02-23 00:00:00"
"420",2008-02-24,0.754,0.3,12.531,22.1864666666667,"2008-02-24 00:00:00"
"421",2008-02-25,0,0.324,1.856,8.41513333333333,"2008-02-25 00:00:00"
"422",2008-02-26,0,0.333,2.013,8.4925,"2008-02-26 00:00:00"
"423",2008-02-27,0,0.287,2.969,9.39763333333333,"2008-02-27 00:00:00"
"424",2008-02-28,0,0.32,2.028,8.526,"2008-02-28 00:00:00"
"425",2008-02-29,0,3.773,8.062,21.9321,"2008-02-29 00:00:00"
"426",2008-03-01,0,1.268,1.959,18.2797,"2008-03-01 00:00:00"
"427",2008-03-02,0,5.216,3.33,20.0629666666667,"2008-03-02 00:00:00"
"428",2008-03-03,0,2.243,1.755,17.3630333333333,"2008-03-03 00:00:00"
"429",2008-03-04,1.249,2.445,9.415,28.1325666666667,"2008-03-04 00:00:00"
"430",2008-03-05,1.145,9.768,5.529,32.5459,"2008-03-05 00:00:00"
"431",2008-03-06,1.082,0.41,6.965,42.86,"2008-03-06 00:00:00"
"432",2008-03-07,0.839,3.471,8.364,29.6353666666667,"2008-03-07 00:00:00"
"433",2008-03-08,6.306,0.346,9.104,37.2456666666667,"2008-03-08 00:00:00"
"434",2008-03-09,2.983,0.316,4.155,27.8535,"2008-03-09 00:00:00"
"435",2008-03-10,2.009,0.344,8.66,26.3069666666667,"2008-03-10 00:00:00"
"436",2008-03-11,1.145,3.939,11.848,36.0673,"2008-03-11 00:00:00"
"437",2008-03-12,0.705,2.326,12.13,30.2798333333333,"2008-03-12 00:00:00"
"438",2008-03-13,3.804,3.599,5.464,28.4807,"2008-03-13 00:00:00"
"439",2008-03-14,0.98,3.885,14.476,36.7225333333333,"2008-03-14 00:00:00"
"440",2008-03-15,2.425,0.54,5.91,26.2740333333333,"2008-03-15 00:00:00"
"441",2008-03-16,2.519,0.566,10.206,28.9797333333333,"2008-03-16 00:00:00"
"442",2008-03-17,0.236,6.591,10.426,29.5975333333333,"2008-03-17 00:00:00"
"443",2008-03-18,1.156,4.007,12.544,31.8657333333333,"2008-03-18 00:00:00"
"444",2008-03-19,2.11,0.483,6.154,21.9907,"2008-03-19 00:00:00"
"445",2008-03-20,1.107,0.405,6.67,20.7896,"2008-03-20 00:00:00"
"446",2008-03-21,2.171,4.785,13.275,34.3398333333333,"2008-03-21 00:00:00"
"447",2008-03-22,3.322,0.654,11.318,33.1303333333333,"2008-03-22 00:00:00"
"448",2008-03-23,6.279,2.102,14.965,39.4414,"2008-03-23 00:00:00"
"449",2008-03-24,1.131,5.998,7.008,32.3463,"2008-03-24 00:00:00"
"450",2008-03-25,2.246,3.613,13.494,34.6961,"2008-03-25 00:00:00"
"451",2008-03-26,1.956,3.828,7.547,26.6562333333333,"2008-03-26 00:00:00"
"452",2008-03-27,0.591,0.423,9.022,23.2541333333333,"2008-03-27 00:00:00"
"453",2008-03-28,2.325,3.605,11.581,31.6164333333333,"2008-03-28 00:00:00"
"454",2008-03-29,5.153,0.371,16.172,38.8104666666667,"2008-03-29 00:00:00"
"455",2008-03-30,4.843,1.312,10.837,36.9751333333333,"2008-03-30 00:00:00"
"456",2008-03-31,0.751,0.36,7.254,20.6542333333333,"2008-03-31 00:00:00"
"457",2008-04-01,1.084,6.655,15.725,37.1223333333333,"2008-04-01 00:00:00"
"458",2008-04-02,0.871,3.65,8.688,26.2582,"2008-04-02 00:00:00"
"459",2008-04-03,0.772,0.487,7.125,22.1402666666667,"2008-04-03 00:00:00"
"460",2008-04-04,2.133,0.794,11.124,24.5272333333333,"2008-04-04 00:00:00"
"461",2008-04-05,2.929,0.834,15.277,34.2189333333333,"2008-04-05 00:00:00"
"462",2008-04-06,1.124,2.598,7.96,27.5667666666667,"2008-04-06 00:00:00"
"463",2008-04-07,2.42,0.673,9.464,26.6464,"2008-04-07 00:00:00"
"464",2008-04-08,2.243,10.769,17.284,44.4927666666667,"2008-04-08 00:00:00"
"465",2008-04-09,0.509,0.376,8.43,20.3139666666667,"2008-04-09 00:00:00"
"466",2008-04-10,2.916,0.371,6.642,21.4641333333333,"2008-04-10 00:00:00"
"467",2008-04-11,2.147,0.553,15.217,32.4659666666667,"2008-04-11 00:00:00"
"468",2008-04-12,6.648,2.503,13.111,43.8359,"2008-04-12 00:00:00"
"469",2008-04-13,2.484,5.883,15.087,41.543,"2008-04-13 00:00:00"
"470",2008-04-14,0.498,0.504,9.857,24.2063333333333,"2008-04-14 00:00:00"
"471",2008-04-15,1.174,3.936,10.099,28.3283333333333,"2008-04-15 00:00:00"
"472",2008-04-16,0.838,0.441,12.471,26.4917333333333,"2008-04-16 00:00:00"
"473",2008-04-17,1.719,0.441,8.406,23.1494333333333,"2008-04-17 00:00:00"
"474",2008-04-18,2.174,3.768,10.599,30.0413333333333,"2008-04-18 00:00:00"
"475",2008-04-19,3.389,2.432,13.601,36.3101,"2008-04-19 00:00:00"
"476",2008-04-20,1.96,3.509,11.569,31.4104,"2008-04-20 00:00:00"
"477",2008-04-21,0,2.067,7.25,19.2690333333333,"2008-04-21 00:00:00"
"478",2008-04-22,0.971,6.749,10.647,29.4784,"2008-04-22 00:00:00"
"479",2008-04-23,1.373,0.566,8.329,19.8427,"2008-04-23 00:00:00"
"480",2008-04-24,1.27,0.505,4.705,18.8769333333333,"2008-04-24 00:00:00"
"481",2008-04-25,0.824,1.982,10.021,22.5096333333333,"2008-04-25 00:00:00"
"482",2008-04-26,0,0.665,3.634,14.4803666666667,"2008-04-26 00:00:00"
"483",2008-04-27,0.693,0.583,5.436,17.3763,"2008-04-27 00:00:00"
"484",2008-04-28,0,0.551,2.785,10.9479333333333,"2008-04-28 00:00:00"
"485",2008-04-29,1.402,5.494,9.439,28.3391,"2008-04-29 00:00:00"
"486",2008-04-30,1.057,0.518,7.748,22.9706666666667,"2008-04-30 00:00:00"
"487",2008-05-01,0,0.525,2.586,9.5923,"2008-05-01 00:00:00"
"488",2008-05-02,3.114,0.593,8.639,21.0827,"2008-05-02 00:00:00"
"489",2008-05-03,0.996,0.563,5.556,22.8551333333333,"2008-05-03 00:00:00"
"490",2008-05-04,2.196,2.887,6.144,25.8049666666667,"2008-05-04 00:00:00"
"491",2008-05-05,1.008,0.382,10.491,22.412,"2008-05-05 00:00:00"
"492",2008-05-06,1.354,5.403,11.566,29.5168333333333,"2008-05-06 00:00:00"
"493",2008-05-07,1.03,0.42,6.815,18.9224333333333,"2008-05-07 00:00:00"
"494",2008-05-08,3.667,0.71,11.148,33.4384666666667,"2008-05-08 00:00:00"
"495",2008-05-09,2.229,0.423,13.933,33.0503333333333,"2008-05-09 00:00:00"
"496",2008-05-10,6.293,0.602,11.658,29.6291333333333,"2008-05-10 00:00:00"
"497",2008-05-11,1.22,1.313,6.429,26.8235,"2008-05-11 00:00:00"
"498",2008-05-12,1.02,1.127,11.799,25.3412666666667,"2008-05-12 00:00:00"
"499",2008-05-13,1.885,4.03,9.027,25.0371,"2008-05-13 00:00:00"
"500",2008-05-14,2.467,3.453,9.295,27.9714333333333,"2008-05-14 00:00:00"
"501",2008-05-15,0.868,0.573,7.303,19.5450666666667,"2008-05-15 00:00:00"
"502",2008-05-16,2.228,2.6,8.851,26.4825666666667,"2008-05-16 00:00:00"
"503",2008-05-17,1.27,0.94,10.603,23.7053333333333,"2008-05-17 00:00:00"
"504",2008-05-18,2.663,3.545,10.531,32.5383666666667,"2008-05-18 00:00:00"
"505",2008-05-19,0.528,2.37,7.578,18.9907666666667,"2008-05-19 00:00:00"
"506",2008-05-20,1.838,2.408,11.98,26.7445666666667,"2008-05-20 00:00:00"
"507",2008-05-21,1.449,0.474,8.529,19.4667666666667,"2008-05-21 00:00:00"
"508",2008-05-22,1.034,0.439,6.308,17.5069333333333,"2008-05-22 00:00:00"
"509",2008-05-23,0.502,1.388,15.615,26.1140666666667,"2008-05-23 00:00:00"
"510",2008-05-24,0.287,0.535,12.646,24.4694666666667,"2008-05-24 00:00:00"
"511",2008-05-25,4.54,7.764,5.231,33.0920666666667,"2008-05-25 00:00:00"
"512",2008-05-26,0.516,1.734,9.109,22.3117666666667,"2008-05-26 00:00:00"
"513",2008-05-27,0.976,5.362,12.039,29.4339666666667,"2008-05-27 00:00:00"
"514",2008-05-28,3.138,0.512,7.105,19.9183,"2008-05-28 00:00:00"
"515",2008-05-29,0.496,0.516,8.895,17.9612666666667,"2008-05-29 00:00:00"
"516",2008-05-30,0.508,3.036,11.295,24.7243333333333,"2008-05-30 00:00:00"
"517",2008-05-31,1.764,2.261,11.34,24.7675333333333,"2008-05-31 00:00:00"
"518",2008-06-01,1.906,0.579,10.258,30.3577,"2008-06-01 00:00:00"
"519",2008-06-02,0.96,0.559,7.856,20.4697666666667,"2008-06-02 00:00:00"
"520",2008-06-03,2.44,0.933,9.014,23.6961666666667,"2008-06-03 00:00:00"
"521",2008-06-04,0.977,9.347,6.823,27.3056666666667,"2008-06-04 00:00:00"
"522",2008-06-05,2.305,0.523,8.774,20.9742,"2008-06-05 00:00:00"
"523",2008-06-06,1.481,0.507,7.832,19.9033333333333,"2008-06-06 00:00:00"
"524",2008-06-07,2.379,2.631,14.641,32.2640666666667,"2008-06-07 00:00:00"
"525",2008-06-08,2.536,2.066,9.725,24.5457333333333,"2008-06-08 00:00:00"
"526",2008-06-09,1.018,3.167,7.136,20.0081,"2008-06-09 00:00:00"
"527",2008-06-10,1.856,0.571,9.717,20.5874666666667,"2008-06-10 00:00:00"
"528",2008-06-11,0.977,0.866,7.296,18.2209,"2008-06-11 00:00:00"
"529",2008-06-12,1.9,0.549,7.53,21.1293666666667,"2008-06-12 00:00:00"
"530",2008-06-13,1.905,7.359,9.759,29.0450333333333,"2008-06-13 00:00:00"
"531",2008-06-14,2.277,1.059,11.491,23.9615333333333,"2008-06-14 00:00:00"
"532",2008-06-15,7.011,6.49,11.598,39.2611,"2008-06-15 00:00:00"
"533",2008-06-16,1.324,0.739,9.554,20.9269333333333,"2008-06-16 00:00:00"
"534",2008-06-17,1.176,0.433,9.675,19.0704666666667,"2008-06-17 00:00:00"
"535",2008-06-18,8.109,3.032,11.369,30.8209333333333,"2008-06-18 00:00:00"
"536",2008-06-19,3.411,1.521,11.68,26.9840666666667,"2008-06-19 00:00:00"
"537",2008-06-20,2.815,2.887,13.839,28.4802333333333,"2008-06-20 00:00:00"
"538",2008-06-21,0.133,5.868,11.841,28.1086333333333,"2008-06-21 00:00:00"
"539",2008-06-22,5.645,1.15,11.131,26.9398,"2008-06-22 00:00:00"
"540",2008-06-23,1.731,0.605,9.997,19.5452666666667,"2008-06-23 00:00:00"
"541",2008-06-24,3.231,3.486,13.674,29.6430333333333,"2008-06-24 00:00:00"
"542",2008-06-25,2.696,0.567,10.408,21.8108333333333,"2008-06-25 00:00:00"
"543",2008-06-26,1.415,0.578,8.6,18.6514,"2008-06-26 00:00:00"
"544",2008-06-27,3.649,2.333,9.331,25.0869,"2008-06-27 00:00:00"
"545",2008-06-28,0.51,2.021,9.354,23.3089,"2008-06-28 00:00:00"
"546",2008-06-29,0.955,0.553,3.202,12.9394,"2008-06-29 00:00:00"
"547",2008-06-30,0,0.521,6.717,13.8466,"2008-06-30 00:00:00"
"548",2008-07-01,2.616,0.545,7.256,17.5804666666667,"2008-07-01 00:00:00"
"549",2008-07-02,0.864,0.68,8.45,20.5805,"2008-07-02 00:00:00"
"550",2008-07-03,1.366,2.155,6.734,17.3495333333333,"2008-07-03 00:00:00"
"551",2008-07-04,0.539,1.014,8.826,17.4593333333333,"2008-07-04 00:00:00"
"552",2008-07-05,0.999,6.743,8.312,23.4878333333333,"2008-07-05 00:00:00"
"553",2008-07-06,4.231,4.236,7.291,28.3107333333333,"2008-07-06 00:00:00"
"554",2008-07-07,2.552,1.599,8.094,19.6138,"2008-07-07 00:00:00"
"555",2008-07-08,0.542,0.503,6.162,16.3727333333333,"2008-07-08 00:00:00"
"556",2008-07-09,0.996,0.499,8.73,17.0804666666667,"2008-07-09 00:00:00"
"557",2008-07-10,1.043,0.537,7.943,20.5207666666667,"2008-07-10 00:00:00"
"558",2008-07-11,1.575,0.569,9.124,19.6234666666667,"2008-07-11 00:00:00"
"559",2008-07-12,4.45,2.298,7.608,23.6396333333333,"2008-07-12 00:00:00"
"560",2008-07-13,1.31,3.487,6.41,19.9985333333333,"2008-07-13 00:00:00"
"561",2008-07-14,2.925,1.963,7.128,20.8628333333333,"2008-07-14 00:00:00"
"562",2008-07-15,0.968,0.573,8.527,18.4191333333333,"2008-07-15 00:00:00"
"563",2008-07-16,1.537,2.799,4.984,18.3686333333333,"2008-07-16 00:00:00"
"564",2008-07-17,1.122,0.679,8.278,20.6762,"2008-07-17 00:00:00"
"565",2008-07-18,0.672,0.622,8.689,21.6626333333333,"2008-07-18 00:00:00"
"566",2008-07-19,3.412,3.113,8.247,22.0909333333333,"2008-07-19 00:00:00"
"567",2008-07-20,1.943,1.086,5.251,17.2049333333333,"2008-07-20 00:00:00"
"568",2008-07-21,1.215,0.437,9.255,18.7490333333333,"2008-07-21 00:00:00"
"569",2008-07-22,0.483,0.439,5.038,12.7741666666667,"2008-07-22 00:00:00"
"570",2008-07-23,1.05,0.448,6.303,15.2678666666667,"2008-07-23 00:00:00"
"571",2008-07-24,1.019,0.485,8.337,18.9772333333333,"2008-07-24 00:00:00"
"572",2008-07-25,0.192,0.491,6.472,13.2486,"2008-07-25 00:00:00"
"573",2008-07-26,0.977,0.949,6.503,14.8858333333333,"2008-07-26 00:00:00"
"574",2008-07-27,1.063,0.857,8.331,18.4296666666667,"2008-07-27 00:00:00"
"575",2008-07-28,0,0.51,6.018,14.0454666666667,"2008-07-28 00:00:00"
"576",2008-07-29,1.571,0.506,5.52,19.0328333333333,"2008-07-29 00:00:00"
"577",2008-07-30,2.088,0.764,6.024,20.4783,"2008-07-30 00:00:00"
"578",2008-07-31,1.993,1.967,7.212,20.8970333333333,"2008-07-31 00:00:00"
"579",2008-08-01,0.586,1.998,5.988,16.6307666666667,"2008-08-01 00:00:00"
"580",2008-08-02,0,0.527,3.814,8.4738,"2008-08-02 00:00:00"
"581",2008-08-03,0,0.5,3.924,8.4179,"2008-08-03 00:00:00"
"582",2008-08-04,0.596,4.676,3.918,15.8611666666667,"2008-08-04 00:00:00"
"583",2008-08-05,0.635,0.508,7.661,16.8724666666667,"2008-08-05 00:00:00"
"584",2008-08-06,0,0.509,2.203,5.39076666666667,"2008-08-06 00:00:00"
"585",2008-08-07,0,0.519,2.323,5.57283333333333,"2008-08-07 00:00:00"
"586",2008-08-08,0,0.496,2.043,5.1115,"2008-08-08 00:00:00"
"587",2008-08-09,0,0.477,1.851,5.91063333333333,"2008-08-09 00:00:00"
"588",2008-08-10,0,0.475,1.9,5.49583333333333,"2008-08-10 00:00:00"
"589",2008-08-11,0,0.462,1.891,6.56716666666667,"2008-08-11 00:00:00"
"590",2008-08-12,0,0.49,1.89,4.88143333333333,"2008-08-12 00:00:00"
"591",2008-08-13,0,0.452,1.742,4.67853333333333,"2008-08-13 00:00:00"
"592",2008-08-14,0,0.441,1.693,4.57263333333333,"2008-08-14 00:00:00"
"593",2008-08-15,0,0.438,1.646,4.48646666666667,"2008-08-15 00:00:00"
"594",2008-08-16,0,0.443,1.734,4.63476666666667,"2008-08-16 00:00:00"
"595",2008-08-17,0,0.445,1.712,4.58606666666667,"2008-08-17 00:00:00"
"596",2008-08-18,0,0.44,1.715,4.5728,"2008-08-18 00:00:00"
"597",2008-08-19,0,0.443,1.699,4.56023333333333,"2008-08-19 00:00:00"
"598",2008-08-20,0,0.437,1.627,4.47986666666667,"2008-08-20 00:00:00"
"599",2008-08-21,0,0.431,1.575,4.37383333333333,"2008-08-21 00:00:00"
"600",2008-08-22,0,0.432,1.62,4.43016666666667,"2008-08-22 00:00:00"
"601",2008-08-23,0,0.406,1.485,4.21806666666667,"2008-08-23 00:00:00"
"602",2008-08-24,0,0.424,1.514,4.2711,"2008-08-24 00:00:00"
"603",2008-08-25,0,0.414,1.438,4.17116666666667,"2008-08-25 00:00:00"
"604",2008-08-26,0,0.404,1.537,4.28563333333333,"2008-08-26 00:00:00"
"605",2008-08-27,0,0.423,1.536,4.3124,"2008-08-27 00:00:00"
"606",2008-08-28,0,0.432,1.636,4.4632,"2008-08-28 00:00:00"
"607",2008-08-29,0,0.428,1.545,4.42083333333333,"2008-08-29 00:00:00"
"608",2008-08-30,0,0.408,1.663,4.5082,"2008-08-30 00:00:00"
"609",2008-08-31,2.056,3.69,9.914,22.1532,"2008-08-31 00:00:00"
"610",2008-09-01,0.95,0.575,11.183,21.0170666666667,"2008-09-01 00:00:00"
"611",2008-09-02,3.782,1.2,7.809,23.3697666666667,"2008-09-02 00:00:00"
"612",2008-09-03,1.817,1.917,10.266,24.9654,"2008-09-03 00:00:00"
"613",2008-09-04,1.703,0.41,9.411,19.8094666666667,"2008-09-04 00:00:00"
"614",2008-09-05,0.901,0.434,6.9,15.4244666666667,"2008-09-05 00:00:00"
"615",2008-09-06,2.948,6.478,11.432,28.7574,"2008-09-06 00:00:00"
"616",2008-09-07,3.506,1.732,7.53,24.232,"2008-09-07 00:00:00"
"617",2008-09-08,0.106,1.957,9.97,20.7955,"2008-09-08 00:00:00"
"618",2008-09-09,0.983,0.789,7.761,20.9582666666667,"2008-09-09 00:00:00"
"619",2008-09-10,1.009,0.4,9.81,20.7005333333333,"2008-09-10 00:00:00"
"620",2008-09-11,1.005,0.408,8.079,18.4500333333333,"2008-09-11 00:00:00"
"621",2008-09-12,1.433,0.402,8.608,21.3502333333333,"2008-09-12 00:00:00"
"622",2008-09-13,1.364,5.435,11.939,28.6297,"2008-09-13 00:00:00"
"623",2008-09-14,4.203,0.428,6.571,25.7046333333333,"2008-09-14 00:00:00"
"624",2008-09-15,0.487,0.388,10.125,27.8478,"2008-09-15 00:00:00"
"625",2008-09-16,0.943,0.362,7.846,20.7981,"2008-09-16 00:00:00"
"626",2008-09-17,1.91,3.733,9.297,24.9631,"2008-09-17 00:00:00"
"627",2008-09-18,3.804,0.358,8.022,24.0889666666667,"2008-09-18 00:00:00"
"628",2008-09-19,1.967,0.35,13.007,26.8009333333333,"2008-09-19 00:00:00"
"629",2008-09-20,0,0.349,11.85,21.8049666666667,"2008-09-20 00:00:00"
"630",2008-09-21,4.01,2.402,8.915,26.3684333333333,"2008-09-21 00:00:00"
"631",2008-09-22,0.905,2.384,10.225,21.9776333333333,"2008-09-22 00:00:00"
"632",2008-09-23,0.109,2.21,6.906,19.8039333333333,"2008-09-23 00:00:00"
"633",2008-09-24,1.474,4.729,10.918,28.3187333333333,"2008-09-24 00:00:00"
"634",2008-09-25,0.998,0.748,8.224,18.8600666666667,"2008-09-25 00:00:00"
"635",2008-09-26,1.78,0.374,10.921,23.8592,"2008-09-26 00:00:00"
"636",2008-09-27,3.639,2.606,13.182,32.373,"2008-09-27 00:00:00"
"637",2008-09-28,2.126,0.363,11.459,31.4797666666667,"2008-09-28 00:00:00"
"638",2008-09-29,0.962,0.373,9.508,24.5075333333333,"2008-09-29 00:00:00"
